contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
MSFT280616C00215000,2026-02-02 15:35:02+00:00,215.0,232.0,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00220000,2026-02-09 14:32:22+00:00,220.0,204.02,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00230000,2026-02-09 20:01:12+00:00,230.0,207.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00240000,2026-02-04 16:37:52+00:00,240.0,199.6,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00250000,2026-02-06 16:27:56+00:00,250.0,175.6,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00260000,2026-01-23 19:02:30+00:00,260.0,233.05,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00270000,2026-02-05 17:30:03+00:00,270.0,168.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00280000,2026-02-05 15:34:33+00:00,280.0,156.03,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00290000,2026-02-06 14:49:41+00:00,290.0,148.93,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00300000,2026-02-09 19:31:27+00:00,300.0,155.0,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00310000,2026-02-06 18:44:51+00:00,310.0,136.37,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00320000,2026-02-09 20:30:01+00:00,320.0,139.9,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00330000,2026-02-09 17:58:23+00:00,330.0,132.98,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00340000,2026-02-09 14:48:46+00:00,340.0,124.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00350000,2026-02-09 19:31:18+00:00,350.0,123.0,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00360000,2026-02-09 15:26:16+00:00,360.0,114.45,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00370000,2026-02-09 20:29:27+00:00,370.0,110.72,0.0,0.0,0.0,0.0,7.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00380000,2026-02-09 19:03:45+00:00,380.0,105.7,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00390000,2026-02-09 16:28:27+00:00,390.0,100.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00400000,2026-02-09 20:30:39+00:00,400.0,95.29,0.0,0.0,0.0,0.0,29.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00410000,2026-02-09 15:52:23+00:00,410.0,89.8,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-06-16
MSFT280616C00420000,2026-02-09 19:38:29+00:00,420.0,87.09,0.0,0.0,0.0,0.0,15.0,0,0.00196310546875,False,REGULAR,USD,2028-06-16
MSFT280616C00430000,2026-02-09 20:45:19+00:00,430.0,82.47,0.0,0.0,0.0,0.0,10.0,0,0.007822421875,False,REGULAR,USD,2028-06-16
MSFT280616C00440000,2026-02-09 20:47:50+00:00,440.0,78.53,0.0,0.0,0.0,0.0,14.0,0,0.007822421875,False,REGULAR,USD,2028-06-16
MSFT280616C00450000,2026-02-09 18:58:10+00:00,450.0,73.63,0.0,0.0,0.0,0.0,8.0,0,0.015634843750000002,False,REGULAR,USD,2028-06-16
MSFT280616C00460000,2026-02-09 20:47:32+00:00,460.0,70.65,0.0,0.0,0.0,0.0,2.0,0,0.015634843750000002,False,REGULAR,USD,2028-06-16
MSFT280616C00470000,2026-02-06 15:30:05+00:00,470.0,56.28,0.0,0.0,0.0,0.0,1.0,0,0.015634843750000002,False,REGULAR,USD,2028-06-16
MSFT280616C00480000,2026-02-09 19:51:22+00:00,480.0,62.95,0.0,0.0,0.0,0.0,6.0,0,0.015634843750000002,False,REGULAR,USD,2028-06-16
MSFT280616C00490000,2026-02-09 19:35:00+00:00,490.0,60.0,0.0,0.0,0.0,0.0,4.0,0,0.015634843750000002,False,REGULAR,USD,2028-06-16
MSFT280616C00500000,2026-02-09 20:34:29+00:00,500.0,56.37,0.0,0.0,0.0,0.0,39.0,0,0.0312596875,False,REGULAR,USD,2028-06-16
MSFT280616C00510000,2026-02-09 20:56:40+00:00,510.0,53.55,0.0,0.0,0.0,0.0,8.0,0,0.0312596875,False,REGULAR,USD,2028-06-16
MSFT280616C00520000,2026-02-09 17:59:16+00:00,520.0,50.0,0.0,0.0,0.0,0.0,1.0,0,0.0312596875,False,REGULAR,USD,2028-06-16
MSFT280616C00530000,2026-02-09 16:00:45+00:00,530.0,47.6,0.0,0.0,0.0,0.0,3.0,0,0.0312596875,False,REGULAR,USD,2028-06-16
MSFT280616C00540000,2026-02-06 18:30:56+00:00,540.0,40.07,0.0,0.0,0.0,0.0,2.0,0,0.0312596875,False,REGULAR,USD,2028-06-16
MSFT280616C00550000,2026-02-09 17:47:52+00:00,550.0,42.46,0.0,0.0,0.0,0.0,6.0,0,0.0312596875,False,REGULAR,USD,2028-06-16
MSFT280616C00560000,2026-02-09 16:20:08+00:00,560.0,40.19,0.0,0.0,0.0,0.0,12.0,0,0.0312596875,False,REGULAR,USD,2028-06-16
MSFT280616C00570000,2026-02-05 15:06:55+00:00,570.0,33.0,0.0,0.0,0.0,0.0,2.0,0,0.0312596875,False,REGULAR,USD,2028-06-16
MSFT280616C00580000,2026-02-09 14:51:24+00:00,580.0,34.3,0.0,0.0,0.0,0.0,4.0,0,0.0312596875,False,REGULAR,USD,2028-06-16
MSFT280616C00590000,2026-02-09 20:30:01+00:00,590.0,34.17,0.0,0.0,0.0,0.0,4.0,0,0.0312596875,False,REGULAR,USD,2028-06-16
MSFT280616C00600000,2026-02-09 20:30:39+00:00,600.0,31.93,0.0,0.0,0.0,0.0,21.0,0,0.062509375,False,REGULAR,USD,2028-06-16
MSFT280616C00610000,2026-02-09 20:29:27+00:00,610.0,30.4,0.0,0.0,0.0,0.0,2.0,0,0.062509375,False,REGULAR,USD,2028-06-16
MSFT280616C00620000,2026-02-03 14:30:02+00:00,620.0,28.92,0.0,0.0,0.0,0.0,1.0,0,0.062509375,False,REGULAR,USD,2028-06-16
MSFT280616C00630000,2026-02-06 18:43:04+00:00,630.0,23.76,0.0,0.0,0.0,0.0,1.0,0,0.062509375,False,REGULAR,USD,2028-06-16
MSFT280616C00640000,2026-02-09 18:09:33+00:00,640.0,25.64,0.0,0.0,0.0,0.0,6.0,0,0.062509375,False,REGULAR,USD,2028-06-16
MSFT280616C00650000,2026-02-06 15:12:38+00:00,650.0,20.6,0.0,0.0,0.0,0.0,1.0,0,0.062509375,False,REGULAR,USD,2028-06-16
MSFT280616C00660000,2026-02-02 17:56:07+00:00,660.0,24.0,0.0,0.0,0.0,0.0,16.0,0,0.062509375,False,REGULAR,USD,2028-06-16
MSFT280616C00670000,2026-02-02 17:53:42+00:00,670.0,22.7,0.0,0.0,0.0,0.0,3.0,0,0.062509375,False,REGULAR,USD,2028-06-16
MSFT280616C00680000,2026-02-09 15:17:52+00:00,680.0,20.3,0.0,0.0,0.0,0.0,1.0,0,0.062509375,False,REGULAR,USD,2028-06-16
MSFT280616C00690000,2026-02-05 16:55:05+00:00,690.0,17.35,0.0,0.0,0.0,0.0,2.0,0,0.062509375,False,REGULAR,USD,2028-06-16
MSFT280616C00700000,2026-02-09 16:53:25+00:00,700.0,18.1,0.0,0.0,0.0,0.0,1.0,0,0.062509375,False,REGULAR,USD,2028-06-16
MSFT280616C00720000,2026-02-09 18:57:53+00:00,720.0,16.7,0.0,0.0,0.0,0.0,5.0,0,0.062509375,False,REGULAR,USD,2028-06-16
